node_id,mass_mev,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,phase_rad,spin_vorticity
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
4,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5,1.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
7,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
8,1.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
9,1.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
10,1.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
11,1.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
12,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
13,1.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
14,1.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
15,1.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
16,1.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
17,1.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
18,1.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
19,1.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
20,1.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
21,1.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
22,1.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
23,1.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
24,1.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
25,1.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
26,1.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
27,1.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
28,1.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
29,1.0,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
30,1.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
31,1.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
32,1.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
33,1.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
34,1.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
35,1.0,17500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
36,1.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
37,1.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
38,1.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
39,1.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
40,1.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
41,1.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
42,1.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
43,1.0,21500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
44,1.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
45,1.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
46,1.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
47,1.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
48,1.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
49,1.0,24500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
50,1.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
51,1.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
52,1.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
53,1.0,26500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
54,1.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
55,1.0,27500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
56,1.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
57,1.0,28500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
58,1.0,29000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
59,1.0,29500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
60,1.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
61,1.0,30500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
62,1.0,31000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
63,1.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
